,Unnamed: 0,label,gender,profession,ideology_binary,ideology_multiclass,tweet,cleaned_tweet
10,10,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,✅ Los incentivos a la contratación deben contar con una premisa clara: crear trabajo digno a través de la contratación indefinida y a jornada completa. Este es el principal objetivo de la nueva medida aprobada en el [HASHTAG] en línea con la Ley de Empleo y la reforma laboral.,:check_mark_button: Los incentivos a la contratación deben contar con una premisa clara: crear trabajo digno a través de la contratación indefinida y a jornada completa. Este es el principal objetivo de la nueva medida aprobada en el [HASHTAG] en línea con la Ley de Empleo y la reforma laboral.
11,11,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"La remisión a Cortes del Convenio 188 de la @user tiene como objetivo reforzar la protección legal de los trabajos en la pesca. Queremos entornos laborales sanos, que no compitan en bajos salarios, con relaciones laborales de calidad e igualitarias.","La remisión a Cortes del Convenio 188 de la @user tiene como objetivo reforzar la protección legal de los trabajos en la pesca. Queremos entornos laborales sanos, que no compitan en bajos salarios, con relaciones laborales de calidad e igualitarias."
12,12,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,Todo el ánimo y la fuerza a la gente de @user para afrontar los debates sobre los grandes retos del siglo XXI tras la pandemia. Habéis sido un actor central para impulsar el cambio en marcha desde 2015. Siempre sois una fuente de inspiración y esperanza.,Todo el ánimo y la fuerza a la gente de @user para afrontar los debates sobre los grandes retos del siglo XXI tras la pandemia. Habéis sido un actor central para impulsar el cambio en marcha desde 2015. Siempre sois una fuente de inspiración y esperanza.
13,13,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,Lamentamos esta trágica noticia en días tan señalados. Quiero enviar todo mi afecto y cariño a las familias de los trabajadores fallecidos al derrumbarse parte del techo de un colegio en Gijón. Espero una pronta recuperación para los heridos. .,Lamentamos esta trágica noticia en días tan señalados. Quiero enviar todo mi afecto y cariño a las familias de los trabajadores fallecidos al derrumbarse parte del techo de un colegio en Gijón. Espero una pronta recuperación para los heridos. .
14,14,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"La renovación del poder judicial es una obligación democrática y legal. No es creíble la enésima excusa del [POLITICAL_PARTY], en esta ocasión, de Núñez [POLITICIAN].. El bloqueo permanente de la renovación del CGPJ degrada nuestra democracia.","La renovación del poder judicial es una obligación democrática y legal. No es creíble la enésima excusa del [POLITICAL_PARTY], en esta ocasión, de Núñez [POLITICIAN].. El bloqueo permanente de la renovación del CGPJ degrada nuestra democracia."
15,15,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,El programa de [POLITICAL_PARTY] es imposible de llevar a cabo con sindicatos fuertes. Sólo hay una medida que podrían aplicar y a la que se resisten 👇🏼,El programa de [POLITICAL_PARTY] es imposible de llevar a cabo con sindicatos fuertes. Sólo hay una medida que podrían aplicar y a la que se resisten :backhand_index_pointing_down_medium-light_skin_tone:
16,16,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,El Gobierno debe escuchar la calle y las demandas que nos exige la ciudadanía. Ese es nuestro empeño y compromiso para paliar los efectos de la crisis y la guerra en Ucrania.. Sobre ello hablamos en @user 👇🏼,El Gobierno debe escuchar la calle y las demandas que nos exige la ciudadanía. Ese es nuestro empeño y compromiso para paliar los efectos de la crisis y la guerra en Ucrania.. Sobre ello hablamos en @user :backhand_index_pointing_down_medium-light_skin_tone:
17,17,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"El reto hoy es ensanchar la democracia y hay que hacerlo sumando a todas las administraciones, a todas las gentes y organizaciones sociales.. Gracias @user por esta iniciativa valiente.","El reto hoy es ensanchar la democracia y hay que hacerlo sumando a todas las administraciones, a todas las gentes y organizaciones sociales.. Gracias @user por esta iniciativa valiente."
18,18,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Hoy participo en Bilbao en la Cumbre europea sobre lugares de trabajo saludables, organizada por @user  donde abordaremos especialmente la mejora de la seguridad y la prevención de daños musculares. 🎥 A las 14.00h en directo:","Hoy participo en Bilbao en la Cumbre europea sobre lugares de trabajo saludables, organizada por @user  donde abordaremos especialmente la mejora de la seguridad y la prevención de daños musculares. :movie_camera: A las 14.00h en directo:"
19,19,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Pablo Milanés ha compuesto, verso a verso, la canción de nuestras vidas. Trovador de la belleza, memoria de todos los amores. Su voz diáfana, libre, nos legó una poética y una ética de lo esencial y lo pequeño. Hoy, Pablo, vuelas de tu isla amada a nuestro corazón por siempre 💜","Pablo Milanés ha compuesto, verso a verso, la canción de nuestras vidas. Trovador de la belleza, memoria de todos los amores. Su voz diáfana, libre, nos legó una poética y una ética de lo esencial y lo pequeño. Hoy, Pablo, vuelas de tu isla amada a nuestro corazón por siempre :purple_heart:"
20,20,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Aumentaremos la tributación de las grandes empresas en sociedades acabando con agujeros fiscales y, al mismo tiempo, reduciremos la carga fiscal de pymes y autónomos del 25% al 23%.","Aumentaremos la tributación de las grandes empresas en sociedades acabando con agujeros fiscales y, al mismo tiempo, reduciremos la carga fiscal de pymes y autónomos del 25% al 23%."
21,21,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"La igualdad debe nutrirse de hechos. Con @user impulsamos normas como la Ley de Igualdad Retributiva, los Planes de Igualdad o la herramienta IR!. La reforma laboral y el Plan Corresponsables son también ejemplos palpables de medidas que abordan la raíz del problema.","La igualdad debe nutrirse de hechos. Con @user impulsamos normas como la Ley de Igualdad Retributiva, los Planes de Igualdad o la herramienta IR!. La reforma laboral y el Plan Corresponsables son también ejemplos palpables de medidas que abordan la raíz del problema."
22,22,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"En breve nos veremos querido @user para presentar este libro que hoy llega a las librerías de nuestros barrios. Gracias por empujarnos siempre a reflexionar, ganas de verte 💕 .","En breve nos veremos querido @user para presentar este libro que hoy llega a las librerías de nuestros barrios. Gracias por empujarnos siempre a reflexionar, ganas de verte :two_hearts: ."
23,23,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"'True west' de Sam Sheppard habla de los caminos que escogemos en la vida, de las decisiones difíciles, de la crudeza de los lazos familiares. Un texto prodigioso, poético, trepidante, y un duelo actoral que nos remite a la esencia y la magia del teatro en estado puro. ¡Gracias!","'True west' de Sam Sheppard habla de los caminos que escogemos en la vida, de las decisiones difíciles, de la crudeza de los lazos familiares. Un texto prodigioso, poético, trepidante, y un duelo actoral que nos remite a la esencia y la magia del teatro en estado puro. ¡Gracias!"
24,24,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Hoy, junto a trabajadoras y trabajadores del sector cultural, vivimos un día emocionante en el Congreso 💜. Por primera vez se les reconoce un derecho tan básico como acceder a una prestación especial por desempleo.","Hoy, junto a trabajadoras y trabajadores del sector cultural, vivimos un día emocionante en el Congreso :purple_heart:. Por primera vez se les reconoce un derecho tan básico como acceder a una prestación especial por desempleo."
25,25,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,La competición de las CCAA del [POLITICAL_PARTY] por ver quién hace más regalos a los ricos es nefasta para la mayoría.. La propuesta de [POLITICIAN] rompe España. En @user 👇🏼,La competición de las CCAA del [POLITICAL_PARTY] por ver quién hace más regalos a los ricos es nefasta para la mayoría.. La propuesta de [POLITICIAN] rompe España. En @user :backhand_index_pointing_down_medium-light_skin_tone:
26,26,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,¡En unos minutos comenzamos en Mérida! 🔴🎥 En directo:,¡En unos minutos comenzamos en Mérida! :red_circle::movie_camera: En directo:
27,27,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Europa permanece unida frente a la invasión de Putin. Es momento de proteger inequívocamente al pueblo ucraniano.. En medio de la incertidumbre, la ciudadanía exige a las instituciones una respuesta clara y solidaria. En eso estaré.","Europa permanece unida frente a la invasión de Putin. Es momento de proteger inequívocamente al pueblo ucraniano.. En medio de la incertidumbre, la ciudadanía exige a las instituciones una respuesta clara y solidaria. En eso estaré."
28,28,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,¡Este sábado nos vemos en Valladolid para @user ! 💖. Os esperamos a partir de las 11.30h en el Fundos Fórum.,¡Este sábado nos vemos en Valladolid para @user ! :sparkling_heart:. Os esperamos a partir de las 11.30h en el Fundos Fórum.
29,29,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,Gracias a la lucha de las trabajadoras del hogar esta medida es hoy una realidad.. 👉🏼 Hacemos efectivo el Convenio 189 de la @user que consolida un nuevo marco de derechos laborales básicos para estas trabajadoras.,Gracias a la lucha de las trabajadoras del hogar esta medida es hoy una realidad.. :backhand_index_pointing_right_medium-light_skin_tone: Hacemos efectivo el Convenio 189 de la @user que consolida un nuevo marco de derechos laborales básicos para estas trabajadoras.
30,30,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"¡El próximo miércoles, 9 de noviembre, nos vemos en el Riojaforum de Logroño! Te esperamos a partir de las 17.30h.. Súmate 🙌🏼","¡El próximo miércoles, 9 de noviembre, nos vemos en el Riojaforum de Logroño! Te esperamos a partir de las 17.30h.. Súmate :raising_hands_medium-light_skin_tone:"
31,31,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Los precios de los alimentos están dificultándole el día a día a las familias. Ni las grandes distribuidoras, ni nadie puede mostrar indiferencia.. Ante una situación excepcional, todos los actores sociales tienen que mostrar compromiso con su país.","Los precios de los alimentos están dificultándole el día a día a las familias. Ni las grandes distribuidoras, ni nadie puede mostrar indiferencia.. Ante una situación excepcional, todos los actores sociales tienen que mostrar compromiso con su país."
32,32,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,El trabajo debe ser un lugar seguro donde la salud de las trabajadoras y trabajadores esté protegida.. Este ha sido el tema central de la Cumbre europea que nos ha reunido hoy en Bilbao con @user  @user  William Cockburn y @user .,El trabajo debe ser un lugar seguro donde la salud de las trabajadoras y trabajadores esté protegida.. Este ha sido el tema central de la Cumbre europea que nos ha reunido hoy en Bilbao con @user  @user  William Cockburn y @user .
33,33,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,En el [HASHTAG] también aprobamos extender hasta el 31 de marzo los ERTE COVID para facilitar la transición a los ERTE estructurales que desarrolla la reforma laboral. Seguimos garantizando protección laboral al tiempo que avanzamos hacia el modelo de la nueva legislación.,En el [HASHTAG] también aprobamos extender hasta el 31 de marzo los ERTE COVID para facilitar la transición a los ERTE estructurales que desarrolla la reforma laboral. Seguimos garantizando protección laboral al tiempo que avanzamos hacia el modelo de la nueva legislación.
34,34,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"En los diez meses consecutivos de descenso 902.884 personas han salido del desempleo: ya hay 140.142 parados menos que al inicio de la crisis sanitaria. Una cifra muy positiva que se suma a un destacado descenso en diciembre, donde se reducen el paro juvenil y el paro femenino.","En los diez meses consecutivos de descenso 902.884 personas han salido del desempleo: ya hay 140.142 parados menos que al inicio de la crisis sanitaria. Una cifra muy positiva que se suma a un destacado descenso en diciembre, donde se reducen el paro juvenil y el paro femenino."
35,35,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"🇲🇽 Todo un placer participar hoy en @user  la feria del libro más importante del mundo en español, para conversar con @user sobre las claves de su libro ‘La sociedad de desconocimiento’. 🎥 A partir de las 18:00 (hora en México):",":Mexico: Todo un placer participar hoy en @user  la feria del libro más importante del mundo en español, para conversar con @user sobre las claves de su libro ‘La sociedad de desconocimiento’. :movie_camera: A partir de las 18:00 (hora en México):"
36,36,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"🇧🇷 ¡Qué alegría! Parabéns, querida @user  por tu nombramiento como Ministra de Igualdad Racial en el equipo de @user .. La memoria de Marielle estará muy presente en la construcción de un Brasil más plural y diverso. Un Brasil mejor, el .",":Brazil: ¡Qué alegría! Parabéns, querida @user  por tu nombramiento como Ministra de Igualdad Racial en el equipo de @user .. La memoria de Marielle estará muy presente en la construcción de un Brasil más plural y diverso. Un Brasil mejor, el ."
37,37,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,En mi visita a la isla de Zorrotzaurre en Bilbao he podido conocer este proyecto de regeneración urbana de la mano de la transformación cultural.. Una suerte haber conocido el trabajo de colectivos artísticos y vecinos del barrio que impulsan estos espacios tan valiosos.,En mi visita a la isla de Zorrotzaurre en Bilbao he podido conocer este proyecto de regeneración urbana de la mano de la transformación cultural.. Una suerte haber conocido el trabajo de colectivos artísticos y vecinos del barrio que impulsan estos espacios tan valiosos.
38,38,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Ahora sí. Diez años después, nuestro país dice hoy adiós a la nefasta [HASHTAG] del [POLITICAL_PARTY]. Nos alejamos de la precariedad y la temporalidad para construir relaciones laborales en igualdad y con más derechos. ¡Gracias a todas las personas que lo habéis hecho posible!","Ahora sí. Diez años después, nuestro país dice hoy adiós a la nefasta [HASHTAG] del [POLITICAL_PARTY]. Nos alejamos de la precariedad y la temporalidad para construir relaciones laborales en igualdad y con más derechos. ¡Gracias a todas las personas que lo habéis hecho posible!"
39,39,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"@user Qué buena noticia, querida @user ❤ El diálogo social es el camino para avanzar en derechos y trabajo decente. Un abrazo!","@user Qué buena noticia, querida @user :red_heart: El diálogo social es el camino para avanzar en derechos y trabajo decente. Un abrazo!"
40,40,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"Ha sido un placer formar parte del panel “La igualdad desde los ayuntamientos: desafíos y prioridades en tiempos de reconstrucción”, en el I Encuentro Estatal de Alcaldesas.. Hemos compartido ideas para lograr la igualdad real desde las instituciones.","Ha sido un placer formar parte del panel “La igualdad desde los ayuntamientos: desafíos y prioridades en tiempos de reconstrucción”, en el I Encuentro Estatal de Alcaldesas.. Hemos compartido ideas para lograr la igualdad real desde las instituciones."
41,41,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"🏫🕍🛕[HASHTAG] en piezas de @user . Una pequeña gran ciudad, en el Museu d’Etnologia del @user Gracias, @user",":school::synagogue::hindu_temple:[HASHTAG] en piezas de @user . Una pequeña gran ciudad, en el Museu d’Etnologia del @user Gracias, @user"
42,42,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"El nuevo Plan General de [HASHTAG] se convertirá en un documento que restaurará la legalidad urbanística y se convertirá en una herramienta clave para el desarrollo y la evolución de la ciudad. Castelló, tiene mucho futuro.","El nuevo Plan General de [HASHTAG] se convertirá en un documento que restaurará la legalidad urbanística y se convertirá en una herramienta clave para el desarrollo y la evolución de la ciudad. Castelló, tiene mucho futuro."
43,43,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,Desde el ⁦@user ⁩ trabajamos por y para la sociedad de :. ✅ saneando las cuentas. 🇪🇺 aumentando la inversión gracias a los fondos europeos. 📊 aliviando la presión fiscal. 🤝 e incrementando las políticas sociales y de empleo. [HASHTAG],Desde el ⁦@user ⁩ trabajamos por y para la sociedad de :. :check_mark_button: saneando las cuentas. :European_Union: aumentando la inversión gracias a los fondos europeos. :bar_chart: aliviando la presión fiscal. :handshake: e incrementando las políticas sociales y de empleo. [HASHTAG]
44,44,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,El equipo masculino ha logrado el décimo cuarto título de liga consecutivo y el femenino ha finalizado segundo. 🏆🥇. Una vez más ha quedado acreditada la excelencia deportiva del @user  un club que siempre busca mejorar y alcanzar logros para . Enhorabuena!,El equipo masculino ha logrado el décimo cuarto título de liga consecutivo y el femenino ha finalizado segundo. :trophy::1st_place_medal:. Una vez más ha quedado acreditada la excelencia deportiva del @user  un club que siempre busca mejorar y alcanzar logros para . Enhorabuena!
45,45,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"El emprendimiento es una piedra angular para el avance de la sociedad y de la economía. Desde @user se trabaja por una , para dar cobertura a las iniciativas empresariales y crear oportunidades. . [HASHTAG]","El emprendimiento es una piedra angular para el avance de la sociedad y de la economía. Desde @user se trabaja por una , para dar cobertura a las iniciativas empresariales y crear oportunidades. . [HASHTAG]"
46,46,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,@user Lo siento muchísimo!! Mis más sinceras condolencias a su familia y a la @user por la pérdida de Rafa Mayo.,@user Lo siento muchísimo!! Mis más sinceras condolencias a su familia y a la @user por la pérdida de Rafa Mayo.
47,47,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"Como bien ha explicado el Ministro @user en la conferencia de la Cátedra Ciutat de Castelló, hemos conseguido parar el efecto negativo de la pandemia en la ocupación y ahora contamos con 500.000 empleos más que antes de la -19.","Como bien ha explicado el Ministro @user en la conferencia de la Cátedra Ciutat de Castelló, hemos conseguido parar el efecto negativo de la pandemia en la ocupación y ahora contamos con 500.000 empleos más que antes de la -19."
48,48,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"El principal legado que dejaremos a nuestras hijas e hijos, a las generaciones que vienen, ha de ser una ciudad única e irrepetible en la que sea fácil vivir y convivir: .","El principal legado que dejaremos a nuestras hijas e hijos, a las generaciones que vienen, ha de ser una ciudad única e irrepetible en la que sea fácil vivir y convivir: ."
49,49,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"Hoy nos ha visitado la Ministra de @user  @user junto a @user en el @user .. 🇪🇺🌳 Hemos visitado la remodelación de la avenida Lidón, un claro ejemplo de la transformación que queremos para [HASHTAG] y que es posible gracias a los .","Hoy nos ha visitado la Ministra de @user  @user junto a @user en el @user .. :European_Union::deciduous_tree: Hemos visitado la remodelación de la avenida Lidón, un claro ejemplo de la transformación que queremos para [HASHTAG] y que es posible gracias a los ."
50,50,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"Finalizamos la obras de urbanización del entorno del Grupo Santo Domingo. Una inversión que aumenta la accesibilidad de la zona, urbaniza el entorno y crea una nueva zona verde de 1.200 m2 mejorando el bienestar de los vecinos y vecinas de .","Finalizamos la obras de urbanización del entorno del Grupo Santo Domingo. Una inversión que aumenta la accesibilidad de la zona, urbaniza el entorno y crea una nueva zona verde de 1.200 m2 mejorando el bienestar de los vecinos y vecinas de ."
51,51,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,Escuchar al ex presidente [HASHTAG] es asistir a una lección de derechos de ciudadanía y democracia. [HASHTAG] @user,Escuchar al ex presidente [HASHTAG] es asistir a una lección de derechos de ciudadanía y democracia. [HASHTAG] @user
52,52,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"👉Desde su creación, la [HASHTAG] ha sensibilizado a más de 1.600 estudiantes.. 👮🏳️‍🌈 Una labor importantísima que realiza esta unidad del ⁦@user ⁩ cuyo objetivo es mejorar la convivencia para prevenir los delitos de odio, diversidad y acoso.",":backhand_index_pointing_right:Desde su creación, la [HASHTAG] ha sensibilizado a más de 1.600 estudiantes.. :police_officer::rainbow_flag: Una labor importantísima que realiza esta unidad del ⁦@user ⁩ cuyo objetivo es mejorar la convivencia para prevenir los delitos de odio, diversidad y acoso."
53,53,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"👨‍👨‍👧‍👦Los gobiernos del ⁦@user ⁩ tomamos medidas eficaces para proteger a las familias y ayudar a pymes y personas trabajadoras:. ⬇️Bajada del ICIO a las pymes hasta el 3%. 👩🏽‍💻 6,5M€ para autónomos y microempresas. 🤝 Incremento de las políticas sociales",":family_man_man_girl_boy:Los gobiernos del ⁦@user ⁩ tomamos medidas eficaces para proteger a las familias y ayudar a pymes y personas trabajadoras:. :down_arrow:Bajada del ICIO a las pymes hasta el 3%. :woman_technologist_medium_skin_tone: 6,5M€ para autónomos y microempresas. :handshake: Incremento de las políticas sociales"
54,54,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"El gobierno de España está priorizando las políticas de fomento del emprendimiento a través de la estrategia del @user y su Consejo Asesor, que ya se ha materializado en la aprobación del proyecto de Ley de Startups.. [HASHTAG] 🌹","El gobierno de España está priorizando las políticas de fomento del emprendimiento a través de la estrategia del @user y su Consejo Asesor, que ya se ha materializado en la aprobación del proyecto de Ley de Startups.. [HASHTAG] :rose:"
55,55,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,Ha pasado un año de mi entrada en la comisión ejecutiva federal del [HASHTAG] como secretaria de Emprendimiento e Impacto Social. Gracias presidente @user por la confianza. La ilusión y el compromiso por una España más justa y más próspera son cada día más firmes.,Ha pasado un año de mi entrada en la comisión ejecutiva federal del [HASHTAG] como secretaria de Emprendimiento e Impacto Social. Gracias presidente @user por la confianza. La ilusión y el compromiso por una España más justa y más próspera son cada día más firmes.
56,56,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"Es un honor recibir en representación del @user el [HASHTAG] a la Cultura otorgado por @user . Agradecemos este reconocimiento que avala la trayectoria de , un evento ya consolidado que se ha convertido en referente nacional e internacional.","Es un honor recibir en representación del @user el [HASHTAG] a la Cultura otorgado por @user . Agradecemos este reconocimiento que avala la trayectoria de , un evento ya consolidado que se ha convertido en referente nacional e internacional."
57,57,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,🇪🇺 Gracias a los [HASHTAG] seguiremos transformando [HASHTAG] para mejorar la calidad de vida de los castellonenses. Esto hará que nuestra ciudad crezca de una manera sostenible y sostenida en el tiempo.🍃. Castelló se encuentra cada vez más conectada con Europa.🤝,:European_Union: Gracias a los [HASHTAG] seguiremos transformando [HASHTAG] para mejorar la calidad de vida de los castellonenses. Esto hará que nuestra ciudad crezca de una manera sostenible y sostenida en el tiempo.:leaf_fluttering_in_wind:. Castelló se encuentra cada vez más conectada con Europa.:handshake:
58,58,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,La unión y la colaboración hacen la fuerza de la igualdad. @user [HASHTAG],La unión y la colaboración hacen la fuerza de la igualdad. @user [HASHTAG]
59,59,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"@user Eres todo un ejemplo de lucha infatigable por conseguir la igualdad y, lo más importante, de humanidad. Un honor haberte conocido.","@user Eres todo un ejemplo de lucha infatigable por conseguir la igualdad y, lo más importante, de humanidad. Un honor haberte conocido."
60,60,01893a6c2c0b2787aaa382bb65b88115,0,2,0,1,"Hoy se conmemora el 143 aniversario del @user . La historia de nuestro país no se podría entender sin el Partido Socialista, ni sin los avances sociales y conquistas de derechos laborales y civiles que hemos logrado junto con la ciudadanía. Seguimos avanzando!🌹. [HASHTAG]","Hoy se conmemora el 143 aniversario del @user . La historia de nuestro país no se podría entender sin el Partido Socialista, ni sin los avances sociales y conquistas de derechos laborales y civiles que hemos logrado junto con la ciudadanía. Seguimos avanzando!:rose:. [HASHTAG]"
