,Unnamed: 0,label,gender,profession,ideology_binary,ideology_multiclass,tweet,cleaned_tweet
13,13,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"¿Pero qué maravilla estoy leyendo y por qué no he llegado antes a Maggie O'Farrell? Novela coral bien tramada, delicias estilísticas que sorprenden, narrativa genialmente dosificada, que atrapa, delicadeza y brutalidad danzando en armonía, tacto, humanidad, agudeza. Y veraniega.","¿Pero qué maravilla estoy leyendo y por qué no he llegado antes a Maggie O'Farrell? Novela coral bien tramada, delicias estilísticas que sorprenden, narrativa genialmente dosificada, que atrapa, delicadeza y brutalidad danzando en armonía, tacto, humanidad, agudeza. Y veraniega."
14,14,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user Con 80 estudiantes por clase, no es fácil.🤔. A 15 min. de exposición cada uno: 20 horas. Una semana entera, si dedicas 4h diarias.","@user Con 80 estudiantes por clase, no es fácil.:thinking_face:. A 15 min. de exposición cada uno: 20 horas. Una semana entera, si dedicas 4h diarias."
15,15,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"En Securitas Direct dicen que hoy, si bajas a por el pan, igual te okupan la casa. Pero lo cierto es que yo me he dejado todo el día la mochila en la cesta de la bici, aparcada en plena calle, y por la noche aquí siguen. Que también somos esto, Madrid, que a veces se nos olvida.","En Securitas Direct dicen que hoy, si bajas a por el pan, igual te okupan la casa. Pero lo cierto es que yo me he dejado todo el día la mochila en la cesta de la bici, aparcada en plena calle, y por la noche aquí siguen. Que también somos esto, Madrid, que a veces se nos olvida."
16,16,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,@user Se podrá descargar gratis en cuanto l@s compañer@s del archivo la suban. La colgaré aquí y te envío copia. 😉,@user Se podrá descargar gratis en cuanto l@s compañer@s del archivo la suban. La colgaré aquí y te envío copia. :winking_face:
17,17,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"Pues nos está quedando una esfera pública que da unas ganas locas de encerrarse en la privada, ¿no?","Pues nos está quedando una esfera pública que da unas ganas locas de encerrarse en la privada, ¿no?"
18,18,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"Informar sobre barbaries y sentir que sirve de poco. Presiones internas. Amenazas externas. Denuncias. . Exposición pública. . ¿Por qué hay ""muchas compañeras quemadas que quieren dejar su trabajo en [HASHTAG] o lo hacen asqueadas""?👇🏻.","Informar sobre barbaries y sentir que sirve de poco. Presiones internas. Amenazas externas. Denuncias. . Exposición pública. . ¿Por qué hay ""muchas compañeras quemadas que quieren dejar su trabajo en [HASHTAG] o lo hacen asqueadas""?:backhand_index_pointing_down_light_skin_tone:."
19,19,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user De la comunicación sin más, diría. No en compol, ni en consultoras privadas, claro, donde impera un positivismo pragmático que no desprecia hacer pleno uso de estudios cualitativos e interpretativos, donde más sirven. Sí en la academia, sin duda.","@user De la comunicación sin más, diría. No en compol, ni en consultoras privadas, claro, donde impera un positivismo pragmático que no desprecia hacer pleno uso de estudios cualitativos e interpretativos, donde más sirven. Sí en la academia, sin duda."
20,20,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user Hasta cuándo seguiremos con las horrorosas portadas oficiales, todas iguales.","@user Hasta cuándo seguiremos con las horrorosas portadas oficiales, todas iguales."
21,21,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"De lo mejor que se puede leer hoy para entender, sin aspavientos, el presente, la historia reciente y el futuro inmediato de las opciones reales que va a tener la izquierda en las próximas convocatorias electorales. Lectura más que recomendable. 👇🏻","De lo mejor que se puede leer hoy para entender, sin aspavientos, el presente, la historia reciente y el futuro inmediato de las opciones reales que va a tener la izquierda en las próximas convocatorias electorales. Lectura más que recomendable. :backhand_index_pointing_down_light_skin_tone:"
22,22,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"No me puedo creer que nadie haya inventado aún el cowork con guardería, o piscina de bolas/animación infantil con mesa a la vista para que papi curre. ¿Qué hacéis cuando llega un deadline y no hay escuela infantil ni abuel@s de guardia?😰. [HASHTAG]","No me puedo creer que nadie haya inventado aún el cowork con guardería, o piscina de bolas/animación infantil con mesa a la vista para que papi curre. ¿Qué hacéis cuando llega un deadline y no hay escuela infantil ni abuel@s de guardia?:anxious_face_with_sweat:. [HASHTAG]"
23,23,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"Los que defendéis contra viento y marea que Pablo Iglesias no aludía a [POLITICIAN] cuando usaba las palabras ""miserable"", ""cobarde"" y ""estúpido"", podéis tranquilizaros. Veréis qué pronto sale el líder y lo aclara todo desde su podcast, y santas pascuas. Ahora. Ahorita. Ya de ya.","Los que defendéis contra viento y marea que Pablo Iglesias no aludía a [POLITICIAN] cuando usaba las palabras ""miserable"", ""cobarde"" y ""estúpido"", podéis tranquilizaros. Veréis qué pronto sale el líder y lo aclara todo desde su podcast, y santas pascuas. Ahora. Ahorita. Ya de ya."
24,24,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user ""Es el alcalde el que quiere que sean los vecinos el alcalde""","@user ""Es el alcalde el que quiere que sean los vecinos el alcalde"""
25,25,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user Para la Sanidad de Madrid, muy privatizada, no hay análisis científicos comparativos similares, por la sencilla razón de que los datos no están publicados, hay un problema de opacidad. Las empresas privadas no son transparentes, revelan mucha menos información. Busque Ud. alguno.","@user Para la Sanidad de Madrid, muy privatizada, no hay análisis científicos comparativos similares, por la sencilla razón de que los datos no están publicados, hay un problema de opacidad. Las empresas privadas no son transparentes, revelan mucha menos información. Busque Ud. alguno."
26,26,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"Hablo de estos ejemplos, sin ir más lejos. ¿Los periodistas son excelentes u horripilantes según nos traten?🤔.","Hablo de estos ejemplos, sin ir más lejos. ¿Los periodistas son excelentes u horripilantes según nos traten?:thinking_face:."
27,27,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"Pues, os guste o no, la posición oficial de Podemos ahora mismo es que Yolanda es ""miserable, cobarde y estúpida"", y también que les debe respeto y que les vaya haciendo un hueco bien alto en las listas. Que todo lo demás es ser cloaca. Machoalfismo pasivo-agresivo, de manual.","Pues, os guste o no, la posición oficial de Podemos ahora mismo es que Yolanda es ""miserable, cobarde y estúpida"", y también que les debe respeto y que les vaya haciendo un hueco bien alto en las listas. Que todo lo demás es ser cloaca. Machoalfismo pasivo-agresivo, de manual."
28,28,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"En el contexto cultural actual, a quien más dañan los vomitivos insultos proferidos ayer contra [POLITICIAN], es a quienes callan, a quienes los dicen, y sobre todo a la institución que permite decirlos y agotar el turno de palabra. Solidaridad total con quien los sufre. Basta ya.","En el contexto cultural actual, a quien más dañan los vomitivos insultos proferidos ayer contra [POLITICIAN], es a quienes callan, a quienes los dicen, y sobre todo a la institución que permite decirlos y agotar el turno de palabra. Solidaridad total con quien los sufre. Basta ya."
29,29,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,@user Por lo que veo... un poco. Pero no pretendía!,@user Por lo que veo... un poco. Pero no pretendía!
30,30,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user Pero ñoña bien, tampoco insulsa. Si te gusta el cine surcoreano, es el prota de Parásitos, y está fantástico. Le fue muy bien en Cannes y San Sebastián. Engancha, con recursos facilones, pero lo hace. No es una peli para analizar, es para llorársela toda.","@user Pero ñoña bien, tampoco insulsa. Si te gusta el cine surcoreano, es el prota de Parásitos, y está fantástico. Le fue muy bien en Cannes y San Sebastián. Engancha, con recursos facilones, pero lo hace. No es una peli para analizar, es para llorársela toda."
31,31,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user Ambos. Lucía Méndez ha dejado de coquetear tanto con la ""nueva política"" y Podemos (es decir, PIT, porque ¿hay diferencia?) ha pasado a confrontar individual y personalmente con much@s periodistas y medios que hasta hace poco consideraba cercan@s e invitaba a sus tertulias.","@user Ambos. Lucía Méndez ha dejado de coquetear tanto con la ""nueva política"" y Podemos (es decir, PIT, porque ¿hay diferencia?) ha pasado a confrontar individual y personalmente con much@s periodistas y medios que hasta hace poco consideraba cercan@s e invitaba a sus tertulias."
32,32,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,Por qué es importante (aunque poco habitual) que lxs periodistas estemos sindicadxs. El hilo.👇🏻,Por qué es importante (aunque poco habitual) que lxs periodistas estemos sindicadxs. El hilo.:backhand_index_pointing_down_light_skin_tone:
33,33,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"De elogio transversal del encuentro, del abrazo, del brindis y hasta el villancico, frente a la digitalización de las relaciones sociales al servicio de la economía de la atención, que nos expropia nuestro bien más preciado.","De elogio transversal del encuentro, del abrazo, del brindis y hasta el villancico, frente a la digitalización de las relaciones sociales al servicio de la economía de la atención, que nos expropia nuestro bien más preciado."
34,34,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user ""Progreso"" hacia el precipicio.🤦🏻. Y sin embargo, en parte acierta: disputar y redefinir (y hacerse con) la idea de progreso es clave para el ecologismo político. Sigue siendo su Talón de Aquiles discursivo, por más que se esfuerza en guarnecerlo.","@user ""Progreso"" hacia el precipicio.:person_facepalming_light_skin_tone:. Y sin embargo, en parte acierta: disputar y redefinir (y hacerse con) la idea de progreso es clave para el ecologismo político. Sigue siendo su Talón de Aquiles discursivo, por más que se esfuerza en guarnecerlo."
35,35,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"Quienes hoy denigráis a Lucía Méndez como si fuera una especie de ""militante anti-podemita"", ¿no os acordáis de cuando Pablo Iglesias recomendaba sus análisis, le daba entrevistas clave y la invitaba a sus tertulias? ¡Qué poca memoria y qué cambio de cultura mediática en Podemos!","Quienes hoy denigráis a Lucía Méndez como si fuera una especie de ""militante anti-podemita"", ¿no os acordáis de cuando Pablo Iglesias recomendaba sus análisis, le daba entrevistas clave y la invitaba a sus tertulias? ¡Qué poca memoria y qué cambio de cultura mediática en Podemos!"
36,36,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"Ha sido un privilegio dirigir esta tesis. He disfrutado y aprendido mucho, y hemos trabado una relación académica para toda la vida. Gracias a los profesores @user  Rodrigo Castro (@user ), @user  y Luis Nitrihual (@user ), por sus apreciaciones.","Ha sido un privilegio dirigir esta tesis. He disfrutado y aprendido mucho, y hemos trabado una relación académica para toda la vida. Gracias a los profesores @user  Rodrigo Castro (@user ), @user  y Luis Nitrihual (@user ), por sus apreciaciones."
37,37,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"No olvidemos que la última vez que Iglesias se presentó a elecciones como candidato en 2021, [POLITICIAN] le adelantó en más de 350 mil votos, y él se retiró diciendo ""no contribuyo a sumar… no soy una figura que pueda contribuir a ganar"". Que igual no se equivocaba.","No olvidemos que la última vez que Iglesias se presentó a elecciones como candidato en 2021, [POLITICIAN] le adelantó en más de 350 mil votos, y él se retiró diciendo ""no contribuyo a sumar… no soy una figura que pueda contribuir a ganar"". Que igual no se equivocaba."
38,38,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"@user De los ""cuidados"" decía yo. Pero también. Un abrazo.","@user De los ""cuidados"" decía yo. Pero también. Un abrazo."
39,39,00369358fac3b8d42845f82f0c3ececc,1,1,0,0,"La fiesta de la Navidad puede vivirse de muchas maneras. Sé que muchos, en ese espacio simbólico que llamamos Izquierda, no pueden evitar vivirlo como imposición cínica, ""falsa"", consumista, de carácter patriarcal, religioso y colonial.. 'Hilillo' va...🧵","La fiesta de la Navidad puede vivirse de muchas maneras. Sé que muchos, en ese espacio simbólico que llamamos Izquierda, no pueden evitar vivirlo como imposición cínica, ""falsa"", consumista, de carácter patriarcal, religioso y colonial.. 'Hilillo' va...:thread:"
40,40,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"La Superliga es el lobo, que hoy se disfraza de abuelita para intentar engañar al fútbol europeo, pero SU nariz y SUS dientes son muy grandes, ¿cuatro divisiones en europa? Claro la primera para ellos, como en la reforma de 2019.¿Gobierno de los clubes? Claro solo de los grandes","La Superliga es el lobo, que hoy se disfraza de abuelita para intentar engañar al fútbol europeo, pero SU nariz y SUS dientes son muy grandes, ¿cuatro divisiones en europa? Claro la primera para ellos, como en la reforma de 2019.¿Gobierno de los clubes? Claro solo de los grandes"
41,41,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Esto pasa cuando los tan repetidos Valores son de ""boquilla"", ""bien queda"" ""cosméticos"" ... y no se cree en ellos.","Esto pasa cuando los tan repetidos Valores son de ""boquilla"", ""bien queda"" ""cosméticos"" ... y no se cree en ellos."
42,42,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Resumen de las mejores ""jugadas"" de la primera jornada de la Liga Genuine Santander celebrada en Tarragona. Gracias @user 🙏. Gracias @user  por acogernos🙏Gracias a los 300 voluntarios🙏. A todos 🙏. ¡COMPARTIR ANTES QUE COMPETIR!. [HASHTAG] 👇","Resumen de las mejores ""jugadas"" de la primera jornada de la Liga Genuine Santander celebrada en Tarragona. Gracias @user :folded_hands:. Gracias @user  por acogernos:folded_hands:Gracias a los 300 voluntarios:folded_hands:. A todos :folded_hands:. ¡COMPARTIR ANTES QUE COMPETIR!. [HASHTAG] :backhand_index_pointing_down:"
43,43,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Intensas jornadas de trabajo, estuvimos con el Ministro de Economía de EAU🇦🇪 organizador de Investopia, con el jefe de Gobierno del Emirato de Sharjah. Firmamos un gran acuerdo Galaxy Rider. Celebramos por primera vez una Asamblea General de la @user fuera de España. etc 👇👌","Intensas jornadas de trabajo, estuvimos con el Ministro de Economía de EAU:United_Arab_Emirates: organizador de Investopia, con el jefe de Gobierno del Emirato de Sharjah. Firmamos un gran acuerdo Galaxy Rider. Celebramos por primera vez una Asamblea General de la @user fuera de España. etc :backhand_index_pointing_down::OK_hand:"
44,44,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Oberva estos datos @user  encontrarás respuestas a muchas preguntas que te haces. Hay que informarse, estudiar, reflexionar...sacar conclusiónes y actuar. En temas tan serios e importantes para todos los clubes una actuación por impulsos lleva a la ruina a todos. 🤦🤦","Oberva estos datos @user  encontrarás respuestas a muchas preguntas que te haces. Hay que informarse, estudiar, reflexionar...sacar conclusiónes y actuar. En temas tan serios e importantes para todos los clubes una actuación por impulsos lleva a la ruina a todos. :person_facepalming::person_facepalming:"
45,45,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,La RFEF saca un comunicado en el que no niegan haberme espiado con micros ocultos utilizando como agentes a sus propios directivos. Su preocupación tiene más que ver con el Mundial 2030. Surrealista. (4),La RFEF saca un comunicado en el que no niegan haberme espiado con micros ocultos utilizando como agentes a sus propios directivos. Su preocupación tiene más que ver con el Mundial 2030. Surrealista. (4)
46,46,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"23 días han pasado desde que fuí grabado por @user 🤦‍♂️ siguiendo intrucciones de Rubi 🤒(alias la grabadora),¿hasta cuándo este ""futbol policial""? Interesante lectura 👇. Gerardo González Otero: ""García Caba miente, la reunión con Tebas la pidió él""","23 días han pasado desde que fuí grabado por @user :man_facepalming: siguiendo intrucciones de Rubi :face_with_thermometer:(alias la grabadora),¿hasta cuándo este ""futbol policial""? Interesante lectura :backhand_index_pointing_down:. Gerardo González Otero: ""García Caba miente, la reunión con Tebas la pidió él"""
47,47,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Esta es la realidad, pese a que a alguno le duela. 👇👇👇","Esta es la realidad, pese a que a alguno le duela. :backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:"
48,48,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Rubialejo hoy en @user  sobre CVC oculta que ya hay 2 informes de la abogacía del estado, el último 1-7-2022, que señala que la operación es LEGAL, olvida que 38 clubes profesionales están de acuerdo...claro con tantas reuniones/barbacoa con ""amigas"", no los ha debido leer. 🤦","Rubialejo hoy en @user  sobre CVC oculta que ya hay 2 informes de la abogacía del estado, el último 1-7-2022, que señala que la operación es LEGAL, olvida que 38 clubes profesionales están de acuerdo...claro con tantas reuniones/barbacoa con ""amigas"", no los ha debido leer. :person_facepalming:"
49,49,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"La NO EXCLUSIVIDAD, es también un modelo en la explotación de contenidos deportivos y puede marcar la tendencia a medio plazo. Buscando el momento y mercados adecuados. 👇👇. Amazon entra en LaLiga SmartBank, que transmitirán al menos 10 operadores.","La NO EXCLUSIVIDAD, es también un modelo en la explotación de contenidos deportivos y puede marcar la tendencia a medio plazo. Buscando el momento y mercados adecuados. :backhand_index_pointing_down::backhand_index_pointing_down:. Amazon entra en LaLiga SmartBank, que transmitirán al menos 10 operadores."
50,50,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Decían que eramos unos delincuentes e irresponsables por la operación con CVC.. Parece que la industria del fútbol se llena de delincuentes e irresponsables 😎(ironía). Inversiones por TODOS los clubes en infraestructura, digitalización...ES EL CAMINO💪.","Decían que eramos unos delincuentes e irresponsables por la operación con CVC.. Parece que la industria del fútbol se llena de delincuentes e irresponsables :smiling_face_with_sunglasses:(ironía). Inversiones por TODOS los clubes en infraestructura, digitalización...ES EL CAMINO:flexed_biceps:."
51,51,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,HERE WE GO! 🧤🚀 Con fuerza y motivación a por lo que viene ⚡💪🏼,HERE WE GO! :gloves::rocket: Con fuerza y motivación a por lo que viene :high_voltage::flexed_biceps_medium-light_skin_tone:
52,52,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Las medidas cautelarisimas que se han tomado contra @user  se toman sin oír a la @user  nos opendremos a las mismas en el procedimiento, esperemos el final 👇. Nota informativa de LaLiga ante el comunicado del FC Barcelona sobre la inscripción de Gavi.","Las medidas cautelarisimas que se han tomado contra @user  se toman sin oír a la @user  nos opendremos a las mismas en el procedimiento, esperemos el final :backhand_index_pointing_down:. Nota informativa de LaLiga ante el comunicado del FC Barcelona sobre la inscripción de Gavi."
53,53,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"El Pte de la RFEF ""RUBÍ"", graba Ministros, Secretarios de Estado, Pte de Laliga,pone espías al Pte del sindicato AFE, a periodistas, viaja con novia, hace ""trampas"" en comisiones...¿hasta cuando la pasividad del ""POLICIA""?¿Quién será el próximo espiado?","El Pte de la RFEF ""RUBÍ"", graba Ministros, Secretarios de Estado, Pte de Laliga,pone espías al Pte del sindicato AFE, a periodistas, viaja con novia, hace ""trampas"" en comisiones...¿hasta cuando la pasividad del ""POLICIA""?¿Quién será el próximo espiado?"
54,54,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Lo de Al-Khelaifi es otro nivel. Nos toma a todos por tontos (ni él se cree sus mentiras) y se presenta en @user a dar lecciones con soberbia y arrogancia de ""nuevo rico"". Las normas no existen para el @user . Seguiremos luchando por un fútbol sostenible y sin trampas.","Lo de Al-Khelaifi es otro nivel. Nos toma a todos por tontos (ni él se cree sus mentiras) y se presenta en @user a dar lecciones con soberbia y arrogancia de ""nuevo rico"". Las normas no existen para el @user . Seguiremos luchando por un fútbol sostenible y sin trampas."
55,55,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,Hacen que nos acostumbremos y parezca fácil pero lo que hacen nuestros clubes en Europa es Historia. ¡Gracias @user y @user por llevar el fútbol español a lo más alto! ¡Y enhorabuena al @user por la clasificación a la final de la ! Impresionante.,Hacen que nos acostumbremos y parezca fácil pero lo que hacen nuestros clubes en Europa es Historia. ¡Gracias @user y @user por llevar el fútbol español a lo más alto! ¡Y enhorabuena al @user por la clasificación a la final de la ! Impresionante.
56,56,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,¡Feliz día de nuestra Fiesta Nacional!. ¡Feliz día de la Hispanidad!. ¡Feliz día de la Virgen del Pilar!. ¡Feliz día de la Guardia Civil!. ¡Orgullosos de nuestra historia y tradiciones!. ¡Viva España!,¡Feliz día de nuestra Fiesta Nacional!. ¡Feliz día de la Hispanidad!. ¡Feliz día de la Virgen del Pilar!. ¡Feliz día de la Guardia Civil!. ¡Orgullosos de nuestra historia y tradiciones!. ¡Viva España!
57,57,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Muy llamativas las declaraciones que cita hoy @user en @user ⬇️. Lo que la Justicia les deniega y el resto de clubes les rechaza, lo intentan conseguir con lobbismo rancio impropio de esta época. Ya lo dijimos, es increíble el poder de una persona (o de un palco).","Muy llamativas las declaraciones que cita hoy @user en @user :down_arrow:. Lo que la Justicia les deniega y el resto de clubes les rechaza, lo intentan conseguir con lobbismo rancio impropio de esta época. Ya lo dijimos, es increíble el poder de una persona (o de un palco)."
58,58,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,Nuestro campeón de @user se corona en Europa. Toda esta [HASHTAG] habéis simbolizado la integridad y la Historia en momentos difíciles para el fútbol.. ¡¡¡Gracias y enhorabuena @user !!!,Nuestro campeón de @user se corona en Europa. Toda esta [HASHTAG] habéis simbolizado la integridad y la Historia en momentos difíciles para el fútbol.. ¡¡¡Gracias y enhorabuena @user !!!
59,59,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Estadio de La Cerámica renovado en tiempo récord con una inversión de 50M de euros fruto del Plan Impulso/CVC, el @user se hace más grande y hace más grande a la competición de @user  TODOS los clubes tienen derecho a tener modernos estadios 👍.","Estadio de La Cerámica renovado en tiempo récord con una inversión de 50M de euros fruto del Plan Impulso/CVC, el @user se hace más grande y hace más grande a la competición de @user  TODOS los clubes tienen derecho a tener modernos estadios :thumbs_up:."
60,60,00584645548f8443d0aad9f6c1a61f52,1,0,1,3,"Estimado @user , te paso los datos del raparto de tv del @user  comparado con clubes de la @user  sois perfectamente competitivos, @user ingresa menos, y vosotros como los grandes de la @user . Hay que informarse antes de ""rajar"". 👇👇","Estimado @user , te paso los datos del raparto de tv del @user  comparado con clubes de la @user  sois perfectamente competitivos, @user ingresa menos, y vosotros como los grandes de la @user . Hay que informarse antes de ""rajar"". :backhand_index_pointing_down::backhand_index_pointing_down:"
