,Unnamed: 0,label,gender,profession,ideology_binary,ideology_multiclass,tweet,cleaned_tweet
10,10,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,✅ Los incentivos a la contratación deben contar con una premisa clara: crear trabajo digno a través de la contratación indefinida y a jornada completa. Este es el principal objetivo de la nueva medida aprobada en el [HASHTAG] en línea con la Ley de Empleo y la reforma laboral.,:check_mark_button: Los incentivos a la contratación deben contar con una premisa clara: crear trabajo digno a través de la contratación indefinida y a jornada completa. Este es el principal objetivo de la nueva medida aprobada en el [HASHTAG] en línea con la Ley de Empleo y la reforma laboral.
11,11,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"La remisión a Cortes del Convenio 188 de la @user tiene como objetivo reforzar la protección legal de los trabajos en la pesca. Queremos entornos laborales sanos, que no compitan en bajos salarios, con relaciones laborales de calidad e igualitarias.","La remisión a Cortes del Convenio 188 de la @user tiene como objetivo reforzar la protección legal de los trabajos en la pesca. Queremos entornos laborales sanos, que no compitan en bajos salarios, con relaciones laborales de calidad e igualitarias."
12,12,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,Todo el ánimo y la fuerza a la gente de @user para afrontar los debates sobre los grandes retos del siglo XXI tras la pandemia. Habéis sido un actor central para impulsar el cambio en marcha desde 2015. Siempre sois una fuente de inspiración y esperanza.,Todo el ánimo y la fuerza a la gente de @user para afrontar los debates sobre los grandes retos del siglo XXI tras la pandemia. Habéis sido un actor central para impulsar el cambio en marcha desde 2015. Siempre sois una fuente de inspiración y esperanza.
13,13,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,Lamentamos esta trágica noticia en días tan señalados. Quiero enviar todo mi afecto y cariño a las familias de los trabajadores fallecidos al derrumbarse parte del techo de un colegio en Gijón. Espero una pronta recuperación para los heridos. .,Lamentamos esta trágica noticia en días tan señalados. Quiero enviar todo mi afecto y cariño a las familias de los trabajadores fallecidos al derrumbarse parte del techo de un colegio en Gijón. Espero una pronta recuperación para los heridos. .
14,14,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"La renovación del poder judicial es una obligación democrática y legal. No es creíble la enésima excusa del [POLITICAL_PARTY], en esta ocasión, de Núñez [POLITICIAN].. El bloqueo permanente de la renovación del CGPJ degrada nuestra democracia.","La renovación del poder judicial es una obligación democrática y legal. No es creíble la enésima excusa del [POLITICAL_PARTY], en esta ocasión, de Núñez [POLITICIAN].. El bloqueo permanente de la renovación del CGPJ degrada nuestra democracia."
15,15,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,El programa de [POLITICAL_PARTY] es imposible de llevar a cabo con sindicatos fuertes. Sólo hay una medida que podrían aplicar y a la que se resisten 👇🏼,El programa de [POLITICAL_PARTY] es imposible de llevar a cabo con sindicatos fuertes. Sólo hay una medida que podrían aplicar y a la que se resisten :backhand_index_pointing_down_medium-light_skin_tone:
16,16,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,El Gobierno debe escuchar la calle y las demandas que nos exige la ciudadanía. Ese es nuestro empeño y compromiso para paliar los efectos de la crisis y la guerra en Ucrania.. Sobre ello hablamos en @user 👇🏼,El Gobierno debe escuchar la calle y las demandas que nos exige la ciudadanía. Ese es nuestro empeño y compromiso para paliar los efectos de la crisis y la guerra en Ucrania.. Sobre ello hablamos en @user :backhand_index_pointing_down_medium-light_skin_tone:
17,17,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"El reto hoy es ensanchar la democracia y hay que hacerlo sumando a todas las administraciones, a todas las gentes y organizaciones sociales.. Gracias @user por esta iniciativa valiente.","El reto hoy es ensanchar la democracia y hay que hacerlo sumando a todas las administraciones, a todas las gentes y organizaciones sociales.. Gracias @user por esta iniciativa valiente."
18,18,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Hoy participo en Bilbao en la Cumbre europea sobre lugares de trabajo saludables, organizada por @user  donde abordaremos especialmente la mejora de la seguridad y la prevención de daños musculares. 🎥 A las 14.00h en directo:","Hoy participo en Bilbao en la Cumbre europea sobre lugares de trabajo saludables, organizada por @user  donde abordaremos especialmente la mejora de la seguridad y la prevención de daños musculares. :movie_camera: A las 14.00h en directo:"
19,19,0008c4fab9e97623a60380ee9c88cb20,0,2,0,0,"Pablo Milanés ha compuesto, verso a verso, la canción de nuestras vidas. Trovador de la belleza, memoria de todos los amores. Su voz diáfana, libre, nos legó una poética y una ética de lo esencial y lo pequeño. Hoy, Pablo, vuelas de tu isla amada a nuestro corazón por siempre 💜","Pablo Milanés ha compuesto, verso a verso, la canción de nuestras vidas. Trovador de la belleza, memoria de todos los amores. Su voz diáfana, libre, nos legó una poética y una ética de lo esencial y lo pequeño. Hoy, Pablo, vuelas de tu isla amada a nuestro corazón por siempre :purple_heart:"
